incident_id,incident_title,application_module,severity,priority,reported_datetime,environment,incident_status,assigned_team,assigned_engineer,root_cause,resolution_summary,resolved_datetime,sla_hours,sla_breached,related_transaction_id,related_release_id
INC00002442,Statements service issue - INSUFFICIENT_BALANCE,Statements,SEV3,P3,2024-01-28 17:46:19,PRODUCTION,RESOLVED,QA Automation,ENG0202,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2024-01-30 21:40:59,24,Y,,REL0299
INC00002443,Accounts service issue - DATABASE_ERROR,Accounts,SEV3,P3,2024-10-10 17:05:25,PRODUCTION,IN_PROGRESS,SRE,ENG0103,,,,24,Y,,REL0191
INC00002444,Loans service issue - KYC_BLOCK,Loans,SEV3,P3,2026-07-09 09:19:04,UAT,RESOLVED,SRE,ENG0032,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2026-07-12 04:14:24,24,Y,,REL0301
INC00002445,Cards service issue - DUPLICATE_TRANSACTION,Cards,SEV4,P4,2023-08-14 13:34:41,PRODUCTION,IN_PROGRESS,SRE,ENG0268,,,,72,Y,,REL0342
INC00002446,Accounts service issue - SERVICE_UNAVAILABLE,Accounts,SEV3,P3,2024-03-30 01:57:31,PRODUCTION,ON_HOLD,KYC & Onboarding,ENG0290,,,,24,Y,,REL0154
INC00002447,Loans service issue - SERVICE_UNAVAILABLE,Loans,SEV4,P4,2025-03-03 06:06:42,PRODUCTION,OPEN,Platform Engineering,ENG0013,,,2025-03-03 07:06:42,72,Y,TXN0000016690,REL0113
INC00002448,Customer Onboarding service issue - SERVICE_UNAVAILABLE,Customer Onboarding,SEV1,P1,2023-09-27 13:45:33,DEV,ON_HOLD,Payments,ENG0239,,,,4,Y,,REL0179
INC00002449,Accounts service issue - SERVICE_UNAVAILABLE,Accounts,SEV4,P4,2026-03-11 10:29:26,SIT,CLOSED,KYC & Onboarding,ENG0085,Code Defect,Resolved by addressing code defect and validating impacted service.,2026-03-15 12:44:01,72,Y,,REL0298
INC00002450,Notifications service issue - RATE_LIMIT,Notifications,SEV4,P4,2023-04-20 00:21:19,PRODUCTION,OPEN,KYC & Onboarding,ENG0213,,,,72,Y,,REL0301
INC00002451,API Gateway service issue - SETTLEMENT_FAILURE,API Gateway,SEV3,P3,2025-07-11 19:33:36,PRODUCTION,IN_PROGRESS,Cards,ENG0070,,,,24,Y,TXN0000016976,REL0303
INC00002452,API Gateway service issue - ACCOUNT_NOT_FOUND,API Gateway,SEV4,P4,2026-06-15 22:56:11,PRODUCTION,RESOLVED,Digital Banking,ENG0065,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2026-06-19 22:24:21,72,Y,,REL0120
INC00002453,Payments service issue - UPSTREAM_TIMEOUT,Payments,SEV3,P3,2024-04-27 07:33:20,PRODUCTION,CLOSED,Cards,ENG0055,Capacity Issue,Resolved by addressing capacity issue and validating impacted service.,2024-04-28 05:00:32,24,N,,REL0164
INC00002454,UPI service issue - INVALID_CUSTOMER,UPI,SEV3,P3,2025-01-01 11:16:22,PRODUCTION,ON_HOLD,Lending,ENG0067,,,,24,Y,TXN0000021762,REL0322
INC00002455,KYC service issue - KYC_BLOCK,KYC,SEV1,P1,2024-07-03 22:36:20,PRODUCTION,IN_PROGRESS,Platform Engineering,ENG0262,,,,4,Y,TXN0000017682,REL0208
INC00002456,Payments service issue - INVALID_BENEFICIARY,Payments,SEV4,P4,2025-10-20 01:25:27,PRODUCTION,RESOLVED,Lending,ENG0140,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2025-10-26 10:24:10,72,Y,TXN0000021048,REL0264
INC00002457,Notifications service issue - INVALID_CUSTOMER,Notifications,SEV2,P2,2026-07-08 08:04:48,DEV,IN_PROGRESS,QA Automation,ENG0015,,,,8,Y,TXN0000001283,REL0243
INC00002458,KYC service issue - AUTH_FAILURE,KYC,SEV4,P4,2024-11-07 20:32:21,PRODUCTION,IN_PROGRESS,Cards,ENG0084,,,,72,Y,,REL0164
INC00002459,API Gateway service issue - INSUFFICIENT_BALANCE,API Gateway,SEV4,P4,2026-06-05 00:35:04,PRODUCTION,RESOLVED,Cards,ENG0201,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2026-06-05 19:49:09,72,N,,REL0221
INC00002460,Cards service issue - SETTLEMENT_FAILURE,Cards,SEV3,P3,2025-08-12 18:02:54,PRODUCTION,CLOSED,SRE,ENG0205,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2025-08-14 08:52:52,24,Y,,REL0249
INC00002461,Statements service issue - UPSTREAM_TIMEOUT,Statements,SEV4,P4,2025-12-07 06:58:16,PRODUCTION,IN_PROGRESS,SRE,ENG0224,,,,72,Y,TXN0000001433,REL0212
INC00002462,UPI service issue - INVALID_CUSTOMER,UPI,SEV3,P3,2024-11-17 02:49:40,PRODUCTION,RESOLVED,Lending,ENG0274,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2024-11-19 03:38:34,24,Y,TXN0000015839,REL0120
INC00002463,Notifications service issue - INVALID_CUSTOMER,Notifications,SEV4,P4,2024-02-17 21:09:17,PRODUCTION,IN_PROGRESS,Payments,ENG0108,,,2024-02-17 22:09:17,72,Y,,REL0168
INC00002464,Login service issue - KYC_BLOCK,Login,SEV4,P4,2024-11-07 04:12:13,UAT,RESOLVED,Cards,ENG0116,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2024-11-14 09:58:09,72,Y,TXN0000023579,REL0350
INC00002465,Accounts service issue - KYC_BLOCK,Accounts,SEV4,P4,2026-01-11 05:16:50,UAT,CLOSED,KYC & Onboarding,ENG0184,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2026-01-11 13:29:33,72,N,TXN0000010746,REL0244
INC00002466,Payments service issue - INVALID_BENEFICIARY,Payments,SEV4,P4,2024-03-20 11:01:38,SIT,CLOSED,QA Automation,ENG0074,Database Lock,Resolved by addressing database lock and validating impacted service.,2024-03-29 05:01:14,72,Y,TXN0000022980,REL0142
INC00002467,API Gateway service issue - SERVICE_UNAVAILABLE,API Gateway,SEV2,P2,2025-10-08 12:26:13,PRODUCTION,CLOSED,SRE,ENG0247,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-10-09 11:32:34,8,Y,,REL0161
INC00002468,Fraud Monitoring service issue - SERVICE_UNAVAILABLE,Fraud Monitoring,SEV4,P4,2023-12-11 20:13:34,PRODUCTION,RESOLVED,Lending,ENG0043,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2023-12-16 03:50:29,72,Y,TXN0000013560,REL0176
INC00002469,Loans service issue - SETTLEMENT_FAILURE,Loans,SEV4,P4,2025-03-14 18:47:59,UAT,CLOSED,Cards,ENG0169,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-03-21 12:37:28,72,Y,TXN0000008058,REL0312
INC00002470,Payments service issue - DATABASE_ERROR,Payments,SEV3,P3,2023-12-06 21:28:51,UAT,OPEN,QA Automation,ENG0231,,,,24,Y,,REL0138
INC00002471,Loans service issue - SERVICE_UNAVAILABLE,Loans,SEV4,P4,2023-05-12 18:51:56,PRODUCTION,RESOLVED,Fraud & Risk,ENG0124,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2023-05-13 06:01:14,72,N,TXN0000016378,REL0289
INC00002472,Fraud Monitoring service issue - SETTLEMENT_FAILURE,Fraud Monitoring,SEV3,P3,2024-06-19 16:17:46,PRODUCTION,RESOLVED,Payments,ENG0238,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2024-06-21 22:11:59,24,Y,,REL0230
INC00002473,Login service issue - INVALID_BENEFICIARY,Login,SEV4,P4,2024-10-16 02:23:55,SIT,CLOSED,Payments,ENG0260,Database Lock,Resolved by addressing database lock and validating impacted service.,2024-10-21 10:52:27,72,Y,TXN0000005288,REL0131
INC00002474,Notifications service issue - RATE_LIMIT,Notifications,SEV4,P4,2023-08-28 18:16:19,PRODUCTION,IN_PROGRESS,Platform Engineering,ENG0218,,,,72,Y,TXN0000016954,REL0270
INC00002475,Statements service issue - INSUFFICIENT_BALANCE,Statements,SEV3,P3,2026-01-01 07:22:15,SIT,CLOSED,Platform Engineering,ENG0027,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2026-01-03 18:34:37,24,Y,,REL0104
INC00002476,API Gateway service issue - DUPLICATE_TRANSACTION,API Gateway,SEV3,P3,2025-02-09 01:47:03,UAT,RESOLVED,Digital Banking,ENG0078,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2025-02-10 14:51:01,24,Y,,REL0252
INC00002477,Fraud Monitoring service issue - DUPLICATE_TRANSACTION,Fraud Monitoring,SEV4,P4,2023-05-15 04:17:08,UAT,RESOLVED,Lending,ENG0258,Code Defect,Resolved by addressing code defect and validating impacted service.,2023-05-17 22:19:08,72,N,,REL0261
INC00002478,Customer Onboarding service issue - ACCOUNT_NOT_FOUND,Customer Onboarding,SEV4,P4,2026-06-02 22:05:20,PRODUCTION,CLOSED,SRE,ENG0036,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2026-06-07 18:16:35,72,Y,TXN0000024137,REL0319
INC00002479,Customer Onboarding service issue - SERVICE_UNAVAILABLE,Customer Onboarding,SEV3,P3,2025-02-07 16:05:23,PRODUCTION,CLOSED,KYC & Onboarding,ENG0273,Database Lock,Resolved by addressing database lock and validating impacted service.,2025-02-09 01:45:36,24,Y,TXN0000011738,REL0102
INC00002480,KYC service issue - DATABASE_ERROR,KYC,SEV4,P4,2025-01-11 11:40:23,PRODUCTION,RESOLVED,Platform Engineering,ENG0234,Database Lock,Resolved by addressing database lock and validating impacted service.,,72,Y,TXN0000021751,REL0274
INC00002481,UPI service issue - INVALID_BENEFICIARY,UPI,SEV4,P4,2023-11-07 12:39:46,SIT,RESOLVED,QA Automation,ENG0235,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2023-11-11 12:00:38,72,Y,,REL0110
INC00002482,KYC service issue - AUTH_FAILURE,KYC,SEV4,P4,2026-03-29 16:16:10,PRODUCTION,OPEN,Cards,ENG0010,,,,72,Y,TXN0000004853,REL0200
INC00002483,Notifications service issue - INVALID_CUSTOMER,Notifications,SEV4,P4,2024-09-30 14:24:18,PRODUCTION,IN_PROGRESS,Cards,ENG0007,,,,72,Y,,REL0283
INC00002484,KYC service issue - ACCOUNT_NOT_FOUND,KYC,SEV1,P1,2024-06-28 19:12:26,DEV,CLOSED,SRE,ENG0104,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-06-28 23:26:55,4,Y,TXN0000024584,REL0295
INC00002485,Notifications service issue - INVALID_BENEFICIARY,Notifications,SEV3,P3,2026-06-10 07:57:38,PRODUCTION,RESOLVED,Payments,ENG0115,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2026-06-10 22:39:06,24,N,TXN0000001436,REL0149
INC00002486,UPI service issue - INSUFFICIENT_BALANCE,UPI,SEV4,P4,2024-04-04 13:10:24,SIT,RESOLVED,SRE,ENG0054,Database Lock,Resolved by addressing database lock and validating impacted service.,2024-04-05 21:48:13,72,N,TXN0000014882,REL0271
INC00002487,UPI service issue - INVALID_CUSTOMER,UPI,SEV1,P1,2026-05-23 21:28:38,DEV,ON_HOLD,KYC & Onboarding,ENG0299,,,,4,Y,TXN0000000299,REL0345
INC00002488,Notifications service issue - KYC_BLOCK,Notifications,SEV4,P4,2024-05-04 03:01:03,DEV,RESOLVED,SRE,ENG0050,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-05-12 16:42:43,72,Y,,REL0223
INC00002489,Fraud Monitoring service issue - SERVICE_UNAVAILABLE,Fraud Monitoring,SEV3,P3,2023-06-20 17:35:33,SIT,OPEN,SRE,ENG0206,,,,24,Y,,REL0263
INC00002490,API Gateway service issue - DUPLICATE_TRANSACTION,API Gateway,SEV1,P1,2024-09-11 22:03:25,SIT,RESOLVED,Lending,ENG0226,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-09-12 03:56:57,4,Y,,REL0221
INC00002491,UPI service issue - SERVICE_UNAVAILABLE,UPI,SEV3,P3,2025-12-04 22:06:27,PRODUCTION,RESOLVED,Payments,ENG0296,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-12-05 22:28:44,24,Y,,REL0317
INC00002492,UPI service issue - RATE_LIMIT,UPI,SEV4,P4,2023-11-24 05:35:43,PRODUCTION,IN_PROGRESS,QA Automation,ENG0172,,,,72,Y,,REL0310
INC00002493,Customer Onboarding service issue - DUPLICATE_TRANSACTION,Customer Onboarding,SEV4,P4,2024-11-07 21:37:04,PRODUCTION,IN_PROGRESS,SRE,ENG0294,,,,72,Y,,REL0150
INC00002494,Notifications service issue - INVALID_CUSTOMER,Notifications,SEV4,P4,2025-01-24 23:12:50,UAT,IN_PROGRESS,Digital Banking,ENG0145,,,,72,Y,,REL0308
INC00002495,KYC service issue - SETTLEMENT_FAILURE,KYC,SEV2,P2,2023-09-21 08:24:25,PRODUCTION,CLOSED,Fraud & Risk,ENG0294,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2023-09-21 10:51:20,8,N,TXN0000004578,REL0346
INC00002496,Payments service issue - INVALID_CUSTOMER,Payments,SEV4,P4,2023-07-14 07:44:15,UAT,RESOLVED,QA Automation,ENG0145,Database Lock,Resolved by addressing database lock and validating impacted service.,2023-07-16 21:25:40,72,N,TXN0000004051,REL0281
INC00002497,Loans service issue - INVALID_BENEFICIARY,Loans,SEV3,P3,2026-01-08 10:49:35,DEV,RESOLVED,KYC & Onboarding,ENG0223,Database Lock,Resolved by addressing database lock and validating impacted service.,2026-01-08 15:43:02,24,N,TXN0000012200,REL0228
INC00002498,Accounts service issue - UPSTREAM_TIMEOUT,Accounts,SEV4,P4,2024-05-30 17:47:03,PRODUCTION,RESOLVED,Lending,ENG0286,Database Lock,Resolved by addressing database lock and validating impacted service.,2024-06-02 05:13:31,72,N,TXN0000022397,REL0159
INC00002499,Statements service issue - AUTH_FAILURE,Statements,SEV3,P3,2025-11-15 13:14:17,PRODUCTION,CLOSED,Lending,ENG0079,Database Lock,Resolved by addressing database lock and validating impacted service.,2025-11-16 07:38:44,24,N,,REL0252
INC00002500,Statements service issue - SETTLEMENT_FAILURE,Statements,SEV3,P3,2026-02-13 11:48:17,PRODUCTION,IN_PROGRESS,SRE,ENG0033,,,,24,Y,,REL0281
INC00002501,Cards service issue - AUTH_FAILURE,Cards,SEV3,P3,2024-06-25 04:24:23,PRODUCTION,CLOSED,QA Automation,ENG0194,Network Failure,Resolved by addressing network failure and validating impacted service.,2024-06-26 18:42:57,24,Y,,REL0223
INC00002502,Accounts service issue - INVALID_CUSTOMER,Accounts,SEV4,P4,2024-02-04 20:30:02,PRODUCTION,RESOLVED,KYC & Onboarding,ENG0224,Database Lock,Resolved by addressing database lock and validating impacted service.,2024-02-13 00:26:08,72,Y,,REL0306
INC00002503,Accounts service issue - SERVICE_UNAVAILABLE,Accounts,SEV4,P4,2024-10-05 19:07:02,PRODUCTION,RESOLVED,KYC & Onboarding,ENG0157,Authentication Failure,Resolved by addressing authentication failure and validating impacted service.,2024-10-11 15:20:07,72,Y,TXN0000023293,REL0223
INC00002504,Payments service issue - INVALID_BENEFICIARY,Payments,SEV4,P4,2025-06-29 19:13:41,PRODUCTION,RESOLVED,Cards,ENG0077,Network Failure,Resolved by addressing network failure and validating impacted service.,2025-07-02 05:37:09,72,N,TXN0000012907,REL0280
INC00002505,Login service issue - RATE_LIMIT,Login,SEV3,P3,2025-06-22 06:23:44,PRODUCTION,OPEN,SRE,ENG0229,,,,24,Y,TXN0000014950,REL0295
INC00002506,Customer Onboarding service issue - ACCOUNT_NOT_FOUND,Customer Onboarding,SEV4,P4,2024-08-08 14:16:23,SIT,OPEN,KYC & Onboarding,ENG0203,,,,72,Y,TXN0000016814,REL0162
INC00002507,Accounts service issue - DATABASE_ERROR,Accounts,SEV2,P2,2024-02-13 08:52:04,PRODUCTION,CLOSED,Platform Engineering,ENG0069,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2024-02-14 00:30:49,8,Y,,REL0108
INC00002508,Cards service issue - UPSTREAM_TIMEOUT,Cards,SEV4,P4,2024-10-21 16:56:39,PRODUCTION,IN_PROGRESS,SRE,ENG0016,,,,72,Y,,REL0285
INC00002509,Notifications service issue - INSUFFICIENT_BALANCE,Notifications,SEV3,P3,2024-03-08 11:27:16,PRODUCTION,CLOSED,Lending,ENG0125,Code Defect,Resolved by addressing code defect and validating impacted service.,2024-03-08 23:21:07,24,N,,REL0105
INC00002510,Statements service issue - KYC_BLOCK,Statements,SEV3,P3,2026-04-12 11:13:42,DEV,RESOLVED,Fraud & Risk,ENG0291,Capacity Issue,Resolved by addressing capacity issue and validating impacted service.,2026-04-15 08:33:54,24,Y,,REL0318
INC00002511,Statements service issue - RATE_LIMIT,Statements,SEV4,P4,2026-07-30 20:31:45,PRODUCTION,IN_PROGRESS,Platform Engineering,ENG0069,,,,72,N,,REL0116
INC00002512,UPI service issue - DUPLICATE_TRANSACTION,UPI,SEV4,P4,2026-03-24 00:39:02,UAT,RESOLVED,Digital Banking,ENG0213,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2026-03-28 13:07:52,72,Y,TXN0000000215,REL0223
INC00002513,Customer Onboarding service issue - ACCOUNT_NOT_FOUND,Customer Onboarding,SEV1,P1,2023-05-21 13:45:49,SIT,RESOLVED,SRE,ENG0241,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2023-05-21 22:32:38,4,Y,TXN0000020854,REL0131
INC00002514,API Gateway service issue - INVALID_CUSTOMER,API Gateway,SEV3,P3,2023-06-30 02:02:45,PRODUCTION,IN_PROGRESS,Digital Banking,ENG0098,,,,24,Y,,REL0119
INC00002515,Statements service issue - INSUFFICIENT_BALANCE,Statements,SEV4,P4,2025-07-31 00:59:31,DEV,RESOLVED,Cards,ENG0165,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-08-07 03:31:30,72,Y,TXN0000019422,REL0222
INC00002516,KYC service issue - SETTLEMENT_FAILURE,KYC,SEV2,P2,2025-06-02 09:00:55,PRODUCTION,OPEN,Platform Engineering,ENG0264,,,,8,Y,TXN0000003459,REL0201
INC00002517,Notifications service issue - SETTLEMENT_FAILURE,Notifications,SEV3,P3,2024-11-14 19:13:09,PRODUCTION,CLOSED,Platform Engineering,ENG0219,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2024-11-17 06:06:32,24,Y,,REL0129
INC00002518,API Gateway service issue - ACCOUNT_NOT_FOUND,API Gateway,SEV4,P4,2023-05-31 02:49:08,PRODUCTION,OPEN,Platform Engineering,ENG0053,,,,72,Y,TXN0000020996,REL0133
INC00002519,Customer Onboarding service issue - SERVICE_UNAVAILABLE,Customer Onboarding,SEV3,P3,2025-01-10 05:56:14,DEV,CLOSED,KYC & Onboarding,ENG0191,Capacity Issue,Resolved by addressing capacity issue and validating impacted service.,2025-01-12 10:07:50,24,Y,TXN0000006814,REL0302
INC00002520,KYC service issue - SERVICE_UNAVAILABLE,KYC,SEV1,P1,2023-09-20 02:09:36,SIT,IN_PROGRESS,Fraud & Risk,ENG0219,,,,4,Y,TXN0000013750,REL0115
INC00002521,UPI service issue - DUPLICATE_TRANSACTION,UPI,SEV3,P3,2023-12-06 02:44:54,PRODUCTION,RESOLVED,SRE,ENG0298,Database Lock,Resolved by addressing database lock and validating impacted service.,2023-12-07 10:02:17,24,Y,,REL0205
INC00002522,UPI service issue - RATE_LIMIT,UPI,SEV1,P1,2025-04-21 18:59:37,PRODUCTION,IN_PROGRESS,Digital Banking,ENG0214,,,,4,Y,TXN0000024601,REL0179
INC00002523,Loans service issue - INSUFFICIENT_BALANCE,Loans,SEV4,P4,2023-05-31 03:49:12,UAT,IN_PROGRESS,KYC & Onboarding,ENG0177,,,,72,Y,,REL0295
INC00002524,Customer Onboarding service issue - INVALID_BENEFICIARY,Customer Onboarding,SEV2,P2,2026-06-02 09:04:26,PRODUCTION,RESOLVED,Digital Banking,ENG0191,Capacity Issue,Resolved by addressing capacity issue and validating impacted service.,2026-06-03 00:33:49,8,Y,TXN0000021794,REL0182
INC00002525,API Gateway service issue - SERVICE_UNAVAILABLE,API Gateway,SEV4,P4,2026-06-02 11:44:13,DEV,CLOSED,Digital Banking,ENG0017,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2026-06-06 18:45:34,72,Y,TXN0000015821,REL0235
INC00002526,Fraud Monitoring service issue - INVALID_CUSTOMER,Fraud Monitoring,SEV4,P4,2024-03-06 05:43:15,SIT,IN_PROGRESS,Lending,ENG0007,,,,72,Y,TXN0000008050,REL0319
INC00002527,Notifications service issue - INVALID_CUSTOMER,Notifications,SEV4,P4,2026-05-14 06:23:48,UAT,CLOSED,Fraud & Risk,ENG0125,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2026-05-15 15:23:04,72,N,TXN0000016459,REL0244
INC00002528,Statements service issue - DATABASE_ERROR,Statements,SEV3,P3,2024-03-06 10:15:44,PRODUCTION,IN_PROGRESS,Fraud & Risk,ENG0146,,,,24,Y,TXN0000015074,REL0240
INC00002529,Customer Onboarding service issue - SETTLEMENT_FAILURE,Customer Onboarding,SEV3,P3,2026-07-17 23:02:46,UAT,CLOSED,Cards,ENG0098,Code Defect,Resolved by addressing code defect and validating impacted service.,2026-07-20 18:01:34,24,Y,TXN0000016001,REL0106
INC00002530,Cards service issue - RATE_LIMIT,Cards,SEV4,P4,2023-01-07 20:31:19,SIT,RESOLVED,Platform Engineering,ENG0037,Authentication Failure,Resolved by addressing authentication failure and validating impacted service.,2023-01-16 18:54:34,72,Y,TXN0000021792,REL0204
INC00002531,Cards service issue - AUTH_FAILURE,Cards,SEV2,P2,2026-07-27 15:28:57,SIT,RESOLVED,Platform Engineering,ENG0138,Network Failure,Resolved by addressing network failure and validating impacted service.,2026-07-28 11:03:12,8,Y,TXN0000015044,REL0346
INC00002532,Accounts service issue - UPSTREAM_TIMEOUT,Accounts,SEV2,P2,2024-07-09 09:24:47,PRODUCTION,ON_HOLD,Fraud & Risk,ENG0190,,,,8,Y,TXN0000020903,REL0293
INC00002533,Payments service issue - RATE_LIMIT,Payments,SEV4,P4,2025-11-01 05:56:16,PRODUCTION,CLOSED,Platform Engineering,ENG0244,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2025-11-02 20:19:50,72,N,TXN0000001435,REL0120
INC00002534,KYC service issue - ACCOUNT_NOT_FOUND,KYC,SEV4,P4,2023-10-06 09:22:33,SIT,CLOSED,Cards,ENG0184,Code Defect,Resolved by addressing code defect and validating impacted service.,2023-10-06 20:53:33,72,N,,REL0340
INC00002535,UPI service issue - RATE_LIMIT,UPI,SEV4,P4,2024-07-07 10:58:11,PRODUCTION,IN_PROGRESS,Cards,ENG0121,,,,72,Y,,REL0190
INC00002536,KYC service issue - SETTLEMENT_FAILURE,KYC,SEV3,P3,2025-07-12 13:37:58,PRODUCTION,CLOSED,Lending,ENG0276,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2025-07-13 05:28:26,24,N,,REL0149
INC00002537,Accounts service issue - INVALID_BENEFICIARY,Accounts,SEV1,P1,2025-09-14 09:06:45,SIT,RESOLVED,QA Automation,ENG0292,Invalid Data,Resolved by addressing invalid data and validating impacted service.,2025-09-14 13:28:45,4,Y,,REL0238
INC00002538,Login service issue - DATABASE_ERROR,Login,SEV4,P4,2026-01-10 18:14:15,PRODUCTION,IN_PROGRESS,QA Automation,ENG0065,,,,72,Y,,REL0343
INC00002539,Payments service issue - KYC_BLOCK,Payments,SEV3,P3,2025-07-12 11:03:00,PRODUCTION,OPEN,Lending,ENG0025,,,,24,Y,TXN0000007736,REL0187
INC00002540,UPI service issue - DATABASE_ERROR,UPI,SEV4,P4,2023-07-22 07:43:22,PRODUCTION,IN_PROGRESS,KYC & Onboarding,ENG0021,,,,72,Y,,REL0228
INC00002541,Fraud Monitoring service issue - UPSTREAM_TIMEOUT,Fraud Monitoring,SEV4,P4,2025-07-30 10:58:00,PRODUCTION,CLOSED,Digital Banking,ENG0289,Code Defect,Resolved by addressing code defect and validating impacted service.,2025-08-06 22:05:55,72,Y,TXN0000008266,REL0336
INC00002542,API Gateway service issue - INVALID_CUSTOMER,API Gateway,SEV3,P3,2023-12-07 14:49:52,PRODUCTION,CLOSED,KYC & Onboarding,ENG0237,Database Lock,Resolved by addressing database lock and validating impacted service.,2023-12-09 00:30:37,24,Y,,REL0309
INC00002543,Statements service issue - KYC_BLOCK,Statements,SEV3,P3,2024-08-10 07:35:16,UAT,CLOSED,QA Automation,ENG0177,Network Failure,Resolved by addressing network failure and validating impacted service.,2024-08-12 12:44:09,24,Y,TXN0000015003,REL0263
INC00002544,Payments service issue - INVALID_CUSTOMER,Payments,SEV3,P3,2024-07-06 05:08:30,PRODUCTION,IN_PROGRESS,Digital Banking,ENG0059,,,,24,Y,TXN0000006166,REL0186
INC00002545,KYC service issue - DUPLICATE_TRANSACTION,KYC,SEV4,P4,2024-08-01 21:55:43,PRODUCTION,RESOLVED,SRE,ENG0062,Database Lock,Resolved by addressing database lock and validating impacted service.,2024-08-03 20:03:57,72,N,TXN0000001022,REL0112
INC00002546,Notifications service issue - DATABASE_ERROR,Notifications,SEV4,P4,2024-12-03 06:33:41,PRODUCTION,CLOSED,KYC & Onboarding,ENG0170,Database Lock,Resolved by addressing database lock and validating impacted service.,2024-12-07 05:54:08,72,Y,,REL0119
INC00002547,Notifications service issue - KYC_BLOCK,Notifications,SEV3,P3,2024-01-16 01:29:30,PRODUCTION,RESOLVED,KYC & Onboarding,ENG0169,Configuration Error,Resolved by addressing configuration error and validating impacted service.,2024-01-16 07:46:11,24,N,,REL0217
INC00002548,Loans service issue - INVALID_CUSTOMER,Loans,SEV3,P3,2024-07-11 01:14:50,PRODUCTION,CLOSED,SRE,ENG0182,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2024-07-13 23:17:17,24,Y,,REL0109
INC00002549,Loans service issue - DATABASE_ERROR,Loans,SEV1,P1,2026-01-25 18:00:44,PRODUCTION,RESOLVED,Fraud & Risk,ENG0083,Code Defect,Resolved by addressing code defect and validating impacted service.,2026-01-26 04:45:33,4,Y,TXN0000000236,REL0292
INC00002550,Payments service issue - ACCOUNT_NOT_FOUND,Payments,SEV4,P4,2026-06-20 01:56:05,PRODUCTION,OPEN,QA Automation,ENG0165,,,,72,Y,TXN0000017350,REL0350
INC00002551,UPI service issue - RATE_LIMIT,UPI,SEV2,P2,2026-03-27 14:09:22,PRODUCTION,RESOLVED,Cards,ENG0222,Deployment Regression,Resolved by addressing deployment regression and validating impacted service.,2026-03-27 22:14:59,8,Y,TXN0000001086,REL0189
INC00002552,UPI service issue - SERVICE_UNAVAILABLE,UPI,SEV3,P3,2023-12-15 08:56:33,PRODUCTION,OPEN,SRE,ENG0211,,,,24,Y,,REL0100
INC00002553,KYC service issue - DATABASE_ERROR,KYC,SEV3,P3,2025-08-13 08:25:36,PRODUCTION,RESOLVED,Fraud & Risk,ENG0249,Database Lock,Resolved by addressing database lock and validating impacted service.,2025-08-15 19:16:48,24,Y,TXN0000000316,REL0227
INC00002554,Cards service issue - INSUFFICIENT_BALANCE,Cards,SEV4,P4,2025-05-30 04:25:28,UAT,CLOSED,Payments,ENG0131,Upstream Timeout,Resolved by addressing upstream timeout and validating impacted service.,2025-06-05 07:52:20,72,Y,TXN0000011844,REL0281
INC00002555,UPI service issue - KYC_BLOCK,UPI,SEV2,P2,2023-01-09 15:15:26,PRODUCTION,RESOLVED,KYC & Onboarding,ENG0175,Database Lock,Resolved by addressing database lock and validating impacted service.,2023-01-09 16:53:28,8,N,,REL0306
