log_id,timestamp,api_name,endpoint,request_method,response_code,response_time_ms,request_size_bytes,response_size_bytes,server_name,environment,error_code,timeout_flag,transaction_id
API000001185,2025-11-25 05:47:44,AuthAPI,/api/auth,POST,200,39,3077,5065,SRV009,UAT,,N,TXN0000007293
API000001186,2023-09-27 22:06:09,KYCAPI,/api/kyc,POST,200,201,4298,4153,SRV006,UAT,,N,
API000001187,2025-10-12 00:39:30,NotificationAPI,/api/notifications,PUT,200,66,3463,7796,SRV028,UAT,,N,TXN0000019528
API000001188,2025-09-15 22:33:19,KYCAPI,/api/kyc,POST,200,317,3395,7098,SRV018,PRODUCTION,,N,TXN0000003583
API000001189,2024-06-07 12:50:45,StatementAPI,/api/statements,GET,404,110,4108,6112,SRV029,PRODUCTION,E106,N,TXN0000023038
API000001190,2023-04-15 21:25:12,AuthAPI,/api/auth,GET,201,343,3753,2762,SRV008,PRODUCTION,,N,TXN0000002279
API000001191,2024-11-10 08:58:47,AccountAPI,/api/accounts,POST,200,57,1524,4640,SRV039,SIT,,N,TXN0000008159
API000001192,2024-02-27 02:35:25,KYCAPI,/api/kyc,POST,200,114,4067,9256,SRV031,UAT,,N,TXN0000014580
API000001193,2024-12-14 03:06:06,TransactionAPI,/api/transactions,POST,201,50,876,9174,SRV028,PRODUCTION,,N,
API000001194,2025-10-14 15:05:24,LoanAPI,/api/loans,GET,400,63,271,8963,SRV036,PRODUCTION,E102,N,
API000001195,2026-05-07 06:50:32,PaymentAPI,/api/payments,GET,429,339,1680,5185,SRV015,PRODUCTION,E104,N,TXN0000002656
API000001196,2024-02-26 11:15:47,NotificationAPI,/api/notifications,POST,200,260,603,4641,SRV018,PRODUCTION,,N,TXN0000000114
API000001197,2026-05-21 08:41:54,CustomerAPI,/api/customers,PUT,200,194,2381,8035,SRV037,PRODUCTION,,N,TXN0000009811
API000001198,2024-08-21 17:41:54,FraudAPI,/api/fraud,GET,200,132,4462,2873,SRV030,SIT,,N,TXN0000023307
API000001199,2023-08-01 23:44:56,AuthAPI,/api/auth,GET,500,113,625,5083,SRV001,UAT,E105,N,TXN0000019553
API000001200,2025-12-07 03:11:26,TransactionAPI,/api/transactions,DELETE,201,218,1331,4997,SRV039,UAT,,N,TXN0000020294
API000001201,2025-08-28 02:00:59,KYCAPI,/api/kyc,PUT,502,352,4153,2910,SRV037,UAT,E110,N,TXN0000023058
API000001202,2025-01-07 13:49:37,PaymentAPI,/api/payments,PUT,200,186,4301,4343,SRV003,PRODUCTION,,N,TXN0000023786
API000001203,2023-07-31 06:30:56,StatementAPI,/api/statements,GET,200,427,3542,1542,SRV021,PRODUCTION,,N,TXN0000001191
API000001204,2025-11-16 04:31:46,PaymentAPI,/api/payments,POST,504,494,3246,8494,SRV029,PRODUCTION,E103,Y,
API000001205,2024-03-09 17:31:00,FraudAPI,/api/fraud,GET,200,36,3828,7129,SRV023,PRODUCTION,,N,
API000001206,2023-10-09 17:08:26,LoanAPI,/api/loans,GET,200,460,2908,5990,SRV031,PRODUCTION,,N,TXN0000010788
API000001207,2024-01-16 01:09:42,CustomerAPI,/api/customers,PUT,200,58,3709,3883,SRV017,PRODUCTION,,N,TXN0000005405
API000001208,2024-01-17 03:37:53,FraudAPI,/api/fraud,GET,200,177,2292,5576,SRV025,SIT,,N,TXN0000005985
API000001209,2024-01-25 11:41:58,FraudAPI,/api/fraud,GET,200,180,2692,7255,SRV014,PRODUCTION,,N,TXN0000003946
API000001210,2025-04-18 18:06:20,CustomerAPI,/api/customers,DELETE,200,681,3785,3373,SRV033,PRODUCTION,,N,TXN0000014905
API000001211,2024-05-24 17:46:20,AuthAPI,/api/auth,POST,400,332,4701,6652,SRV007,UAT,E104,N,TXN0000021985
API000001212,2023-08-13 04:01:26,AccountAPI,/api/accounts,POST,200,269,4795,3067,SRV019,PRODUCTION,,N,
API000001213,2023-07-09 12:35:27,CustomerAPI,/api/customers,POST,200,41,254,3657,SRV010,UAT,,N,TXN0000021120
API000001214,2024-11-26 05:14:08,NotificationAPI,/api/notifications,POST,409,447,4010,5827,SRV008,SIT,E108,N,
API000001215,2025-05-01 03:21:10,NotificationAPI,/api/notifications,PUT,201,770,164,8503,SRV029,PRODUCTION,,N,
API000001216,2025-12-23 17:11:18,PaymentAPI,/api/payments,GET,200,129,2468,9835,SRV013,PRODUCTION,,N,TXN0000015449
API000001217,2023-07-21 17:02:57,CustomerAPI,/api/customers,GET,200,168,4516,8875,SRV035,PRODUCTION,,N,TXN0000003749
API000001218,2025-05-16 19:29:28,NotificationAPI,/api/notifications,POST,200,137,3411,7406,SRV012,PRODUCTION,,N,TXN0000017707
API000001219,2025-03-28 19:01:25,StatementAPI,/api/statements,GET,200,120,3527,5344,SRV015,PRODUCTION,,N,TXN0000014299
API000001220,2025-11-22 15:42:55,CustomerAPI,/api/customers,POST,503,132,128,2492,SRV003,PRODUCTION,E105,N,TXN0000016704
API000001221,2025-12-09 03:20:28,PaymentAPI,/api/payments,GET,200,303,675,1250,SRV001,PRODUCTION,,N,TXN0000023724
API000001222,2026-04-07 06:31:03,PaymentAPI,/api/payments,PUT,200,57,2578,1050,SRV006,PRODUCTION,,N,TXN0000001076
API000001223,2026-03-30 19:48:14,FraudAPI,/api/fraud,POST,200,81,3425,6402,SRV006,PRODUCTION,,N,TXN0000021204
API000001224,2024-07-06 23:51:52,KYCAPI,/api/kyc,POST,200,91,1874,1130,SRV026,PRODUCTION,,N,
API000001225,2023-09-04 07:54:50,PaymentAPI,/api/payments,POST,200,275,3322,1798,SRV036,PRODUCTION,,N,
API000001226,2024-02-15 06:02:35,LoanAPI,/api/loans,POST,200,220,1724,7834,SRV037,UAT,,N,
API000001227,2023-12-01 17:28:53,TransactionAPI,/api/transactions,POST,200,276,4440,6294,SRV023,PRODUCTION,,N,TXN0000024084
API000001228,2023-11-07 06:53:17,PaymentAPI,/api/payments,GET,200,77,4325,7882,SRV028,PRODUCTION,,N,TXN0000013218
API000001229,2026-01-31 11:03:37,NotificationAPI,/api/notifications,GET,200,636,191,4872,SRV028,PRODUCTION,,N,TXN0000008289
API000001230,2024-04-27 10:52:06,StatementAPI,/api/statements,GET,200,131,4111,4053,SRV028,PRODUCTION,,N,TXN0000006073
API000001231,2026-06-05 12:32:11,LoanAPI,/api/loans,GET,200,181,838,9465,SRV013,UAT,,N,TXN0000002028
API000001232,2024-12-15 07:02:44,TransactionAPI,/api/transactions,POST,400,225,3405,2455,SRV011,PRODUCTION,E102,N,
API000001233,2025-12-04 22:51:38,TransactionAPI,/api/transactions,POST,201,175,266,3847,SRV033,PRODUCTION,,N,
API000001234,2025-04-08 15:25:32,LoanAPI,/api/loans,POST,401,135,126,3997,SRV005,PRODUCTION,E106,N,TXN0000014907
API000001235,2025-11-05 15:54:42,CustomerAPI,/api/customers,GET,200,1128,812,8048,SRV024,PRODUCTION,,N,
API000001236,2024-05-22 23:31:35,FraudAPI,/api/fraud,GET,200,653,3919,8531,SRV005,SIT,,N,TXN0000014668
API000001237,2026-05-15 09:03:36,AuthAPI,/api/auth,GET,200,112,1943,1136,SRV013,PRODUCTION,,N,
API000001238,2024-09-10 15:44:19,AccountAPI,/api/accounts,PUT,200,162,4325,4204,SRV028,PRODUCTION,,N,
API000001239,2025-02-09 12:36:10,CustomerAPI,/api/customers,GET,200,115,2109,7139,SRV036,PRODUCTION,,N,TXN0000008833
API000001240,2026-05-19 19:13:32,LoanAPI,/api/loans,PUT,200,71,1086,4689,SRV032,PRODUCTION,,N,
API000001241,2023-09-02 04:17:45,FraudAPI,/api/fraud,GET,502,117,4076,1463,SRV013,PRODUCTION,E103,N,
API000001242,2023-06-13 04:51:13,AuthAPI,/api/auth,POST,201,200,1828,674,SRV037,SIT,,N,TXN0000009237
API000001243,2026-05-14 19:07:52,PaymentAPI,/api/payments,GET,502,134,4451,3330,SRV038,PRODUCTION,E103,N,TXN0000019872
API000001244,2023-05-23 23:50:34,TransactionAPI,/api/transactions,POST,200,94,2924,7635,SRV005,PRODUCTION,,N,TXN0000001380
API000001245,2024-05-11 23:39:18,KYCAPI,/api/kyc,POST,429,138,1965,7309,SRV015,PRODUCTION,E109,N,TXN0000011514
API000001246,2025-05-01 09:11:24,NotificationAPI,/api/notifications,DELETE,200,221,4462,7531,SRV007,PRODUCTION,,N,
API000001247,2024-03-10 19:40:20,TransactionAPI,/api/transactions,GET,504,107,3306,1413,SRV035,PRODUCTION,E102,Y,
API000001248,2026-06-28 06:08:51,NotificationAPI,/api/notifications,POST,200,113,4231,2111,SRV010,PRODUCTION,,N,
API000001249,2023-11-19 09:00:13,StatementAPI,/api/statements,POST,200,409,750,3599,SRV036,SIT,,N,TXN0000005881
API000001250,2026-02-05 11:37:11,FraudAPI,/api/fraud,GET,200,199,4851,2103,SRV005,PRODUCTION,,N,TXN0000014515
API000001251,2026-05-08 06:58:22,NotificationAPI,/api/notifications,POST,200,135,1956,1328,SRV004,PRODUCTION,,N,TXN0000007528
API000001252,2023-04-10 16:51:39,FraudAPI,/api/fraud,POST,504,135,1355,3292,SRV020,PRODUCTION,E109,Y,TXN0000011014
API000001253,2024-08-27 15:34:52,NotificationAPI,/api/notifications,POST,200,210,857,4020,SRV028,PRODUCTION,,N,TXN0000014513
API000001254,2026-05-10 03:02:06,TransactionAPI,/api/transactions,POST,200,498,2427,2849,SRV037,PRODUCTION,,N,TXN0000024908
API000001255,2023-02-27 20:59:22,CustomerAPI,/api/customers,GET,200,461,4601,5878,SRV015,UAT,,N,
API000001256,2024-12-20 09:44:22,NotificationAPI,/api/notifications,GET,200,129,2005,1991,SRV025,PRODUCTION,,N,
API000001257,2023-03-25 21:03:28,FraudAPI,/api/fraud,GET,200,416,2108,6640,SRV037,PRODUCTION,,N,TXN0000023812
API000001258,2024-07-18 03:18:37,NotificationAPI,/api/notifications,GET,201,71,600,221,SRV015,PRODUCTION,,N,TXN0000000427
API000001259,2024-07-05 12:03:50,TransactionAPI,/api/transactions,POST,200,203,4962,9589,SRV018,UAT,,N,TXN0000007230
API000001260,2026-03-03 02:50:57,TransactionAPI,/api/transactions,DELETE,400,83,1549,7351,SRV016,SIT,E107,N,TXN0000020770
API000001261,2026-05-04 12:38:38,PaymentAPI,/api/payments,POST,200,131,3428,534,SRV008,PRODUCTION,,N,TXN0000016127
API000001262,2023-10-06 15:57:48,AuthAPI,/api/auth,POST,201,124,3062,2248,SRV038,PRODUCTION,,N,TXN0000015497
API000001263,2025-06-28 12:12:51,LoanAPI,/api/loans,GET,200,1112,558,4570,SRV024,UAT,,N,TXN0000013409
API000001264,2023-10-08 08:49:42,KYCAPI,/api/kyc,GET,200,625,3604,1284,SRV038,PRODUCTION,,N,
API000001265,2025-08-05 02:48:04,CustomerAPI,/api/customers,GET,200,108,2318,2136,SRV027,PRODUCTION,,N,
API000001266,2023-08-24 03:54:39,TransactionAPI,/api/transactions,POST,201,241,507,9372,SRV037,PRODUCTION,,N,TXN0000017925
API000001267,2025-06-29 04:42:37,KYCAPI,/api/kyc,POST,504,113,3544,6873,SRV014,PRODUCTION,E102,Y,TXN0000005318
API000001268,2023-10-01 19:17:12,KYCAPI,/api/kyc,GET,200,98,2350,9471,SRV024,PRODUCTION,,N,
API000001269,2026-06-03 13:49:33,CustomerAPI,/api/customers,POST,200,91,2754,6480,SRV013,PRODUCTION,,N,
API000001270,2023-12-01 13:31:58,AuthAPI,/api/auth,POST,504,136,392,6449,SRV033,PRODUCTION,E110,Y,
API000001271,2025-07-06 05:59:21,StatementAPI,/api/statements,GET,502,211,3269,1109,SRV019,PRODUCTION,E104,N,
API000001272,2023-04-08 14:15:04,CustomerAPI,/api/customers,PUT,429,77,777,3252,SRV021,PRODUCTION,E110,N,TXN0000007467
API000001273,2024-09-06 20:38:58,StatementAPI,/api/statements,GET,200,580,872,6263,SRV017,SIT,,N,TXN0000007220
API000001274,2023-04-29 05:24:19,LoanAPI,/api/loans,PUT,200,183,980,1662,SRV028,PRODUCTION,,N,TXN0000017739
API000001275,2025-07-22 14:25:21,KYCAPI,/api/kyc,GET,403,43,471,6017,SRV010,PRODUCTION,E108,N,TXN0000012107
API000001276,2024-09-29 10:13:27,KYCAPI,/api/kyc,POST,200,284,3256,6877,SRV002,SIT,,N,TXN0000007640
API000001277,2025-05-25 10:44:01,NotificationAPI,/api/notifications,GET,200,704,3759,9951,SRV004,PRODUCTION,,N,
API000001278,2024-11-16 03:38:58,TransactionAPI,/api/transactions,POST,504,201,1706,5945,SRV023,UAT,E102,Y,
API000001279,2026-07-18 22:52:23,StatementAPI,/api/statements,PUT,503,292,2276,9584,SRV030,UAT,E105,N,TXN0000023089
API000001280,2023-05-02 08:33:18,PaymentAPI,/api/payments,GET,400,162,4364,6906,SRV008,PRODUCTION,E106,N,TXN0000023970
API000001281,2025-12-24 21:00:51,FraudAPI,/api/fraud,GET,200,133,1031,4475,SRV025,SIT,,N,TXN0000005678
API000001282,2025-09-16 05:32:40,NotificationAPI,/api/notifications,POST,403,268,4864,8661,SRV015,PRODUCTION,E107,N,TXN0000009194
API000001283,2023-07-02 17:45:06,PaymentAPI,/api/payments,POST,200,298,2379,5389,SRV014,PRODUCTION,,N,
API000001284,2025-08-29 13:21:38,FraudAPI,/api/fraud,POST,504,470,343,9757,SRV024,PRODUCTION,E108,Y,
API000001285,2025-07-24 13:00:00,CustomerAPI,/api/customers,POST,400,729,2259,2979,SRV025,PRODUCTION,E111,N,TXN0000016224
API000001286,2024-07-09 18:14:41,NotificationAPI,/api/notifications,POST,200,123,1368,8087,SRV034,PRODUCTION,,N,
API000001287,2024-12-11 07:46:50,PaymentAPI,/api/payments,POST,500,109,4783,9606,SRV038,UAT,E110,N,
API000001288,2025-08-28 13:14:39,TransactionAPI,/api/transactions,GET,200,315,4189,963,SRV012,PRODUCTION,,N,
API000001289,2025-02-18 07:17:58,NotificationAPI,/api/notifications,PUT,200,277,3484,5159,SRV016,UAT,,N,TXN0000008717
API000001290,2024-03-27 05:57:34,NotificationAPI,/api/notifications,POST,200,142,2212,7910,SRV020,SIT,,N,TXN0000021829
API000001291,2025-03-13 21:00:53,AuthAPI,/api/auth,POST,400,145,4499,6144,SRV007,PRODUCTION,E111,N,
API000001292,2025-05-14 15:06:33,LoanAPI,/api/loans,POST,201,332,2613,9811,SRV006,UAT,,N,
API000001293,2026-06-19 17:24:33,FraudAPI,/api/fraud,GET,200,183,635,3006,SRV010,PRODUCTION,,N,
API000001294,2023-09-14 06:24:58,AuthAPI,/api/auth,GET,401,244,579,4085,SRV009,PRODUCTION,E106,N,
API000001295,2023-02-01 03:46:54,KYCAPI,/api/kyc,GET,404,83,2704,6957,SRV032,PRODUCTION,E101,N,TXN0000007368
API000001296,2025-03-30 11:35:21,CustomerAPI,/api/customers,GET,200,31,2457,608,SRV027,PRODUCTION,,N,
API000001297,2023-01-06 20:22:08,FraudAPI,/api/fraud,GET,200,289,2159,4513,SRV019,UAT,,N,TXN0000005861
API000001298,2023-02-25 14:01:55,TransactionAPI,/api/transactions,GET,403,43,492,6207,SRV003,UAT,E108,N,TXN0000006072
API000001299,2024-05-16 15:59:35,CustomerAPI,/api/customers,DELETE,201,434,3222,3067,SRV007,PRODUCTION,,N,
API000001300,2023-01-10 21:38:03,PaymentAPI,/api/payments,POST,200,297,654,1562,SRV003,PRODUCTION,,N,TXN0000013888
API000001301,2026-01-30 08:32:28,PaymentAPI,/api/payments,GET,200,77,2021,8783,SRV040,PRODUCTION,,N,TXN0000016861
API000001302,2023-07-12 03:25:31,StatementAPI,/api/statements,DELETE,200,246,4548,9599,SRV036,PRODUCTION,,N,
API000001303,2023-12-11 23:02:15,StatementAPI,/api/statements,PUT,404,190,2840,6630,SRV015,UAT,E103,N,TXN0000006169
API000001304,2024-05-28 13:25:11,NotificationAPI,/api/notifications,GET,503,120,1258,2674,SRV026,PRODUCTION,E111,N,
API000001305,2026-01-06 00:07:02,LoanAPI,/api/loans,GET,200,252,3432,4985,SRV011,PRODUCTION,,N,
API000001306,2023-12-01 20:35:38,LoanAPI,/api/loans,GET,502,31,1581,6841,SRV005,PRODUCTION,E105,N,TXN0000017241
API000001307,2023-12-20 23:05:07,NotificationAPI,/api/notifications,POST,200,896,3493,8493,SRV019,SIT,,N,TXN0000007019
API000001308,2023-08-06 05:57:07,LoanAPI,/api/loans,GET,200,74,1602,9037,SRV008,PRODUCTION,,N,TXN0000009303
API000001309,2025-04-23 15:42:01,NotificationAPI,/api/notifications,POST,403,107,1396,1184,SRV029,PRODUCTION,E109,N,TXN0000023655
API000001310,2025-10-17 19:23:36,TransactionAPI,/api/transactions,POST,200,75,2351,9250,SRV040,PRODUCTION,,N,TXN0000007566
API000001311,2026-06-25 12:57:41,NotificationAPI,/api/notifications,GET,404,159,2358,7081,SRV021,PRODUCTION,E109,N,TXN0000006247
API000001312,2026-05-25 09:08:05,NotificationAPI,/api/notifications,POST,200,94,930,5990,SRV023,PRODUCTION,,N,TXN0000007900
API000001313,2026-01-18 18:44:25,LoanAPI,/api/loans,PUT,404,216,4181,6065,SRV038,SIT,E101,N,
API000001314,2025-03-14 15:09:00,KYCAPI,/api/kyc,GET,200,247,181,733,SRV025,PRODUCTION,,N,TXN0000017326
API000001315,2023-11-01 08:16:03,StatementAPI,/api/statements,GET,200,36,2192,9421,SRV025,PRODUCTION,,N,TXN0000017602
API000001316,2023-06-13 21:15:41,LoanAPI,/api/loans,GET,200,103,1489,4028,SRV037,PRODUCTION,,N,TXN0000016635
API000001317,2023-10-16 08:52:06,KYCAPI,/api/kyc,POST,200,161,3056,1512,SRV005,PRODUCTION,,N,
API000001318,2025-01-20 10:00:45,StatementAPI,/api/statements,GET,200,516,3794,960,SRV033,PRODUCTION,,N,TXN0000022842
API000001319,2026-03-24 03:44:24,KYCAPI,/api/kyc,GET,200,541,987,4528,SRV002,PRODUCTION,,N,TXN0000005561
API000001320,2024-02-28 19:16:01,KYCAPI,/api/kyc,PUT,200,214,822,5984,SRV016,PRODUCTION,,N,TXN0000001761
API000001321,2025-05-30 14:37:12,CustomerAPI,/api/customers,GET,200,110,4645,9655,SRV029,PRODUCTION,,N,TXN0000012231
API000001322,2025-12-21 12:56:26,TransactionAPI,/api/transactions,GET,403,98,1675,9541,SRV007,PRODUCTION,E110,N,TXN0000001033
API000001323,2023-08-25 18:32:01,NotificationAPI,/api/notifications,POST,200,90,1053,1899,SRV015,PRODUCTION,,N,TXN0000016423
API000001324,2024-04-05 23:27:14,KYCAPI,/api/kyc,GET,502,65,3819,9657,SRV033,UAT,E109,N,
API000001325,2023-07-12 23:00:02,LoanAPI,/api/loans,PUT,200,192,4254,8004,SRV016,PRODUCTION,,N,TXN0000014182
API000001326,2026-05-21 07:19:02,TransactionAPI,/api/transactions,GET,200,231,3478,571,SRV039,SIT,,N,
API000001327,2023-09-11 02:39:59,LoanAPI,/api/loans,POST,200,845,1955,8306,SRV027,PRODUCTION,,N,
API000001328,2025-06-08 04:53:43,NotificationAPI,/api/notifications,GET,200,189,2743,4084,SRV016,PRODUCTION,,N,TXN0000012047
API000001329,2025-08-26 20:32:32,AuthAPI,/api/auth,GET,403,64,2812,1542,SRV033,UAT,E107,N,TXN0000004787
API000001330,2024-01-30 22:28:28,LoanAPI,/api/loans,POST,200,178,915,3442,SRV009,SIT,,N,
API000001331,2023-12-30 18:19:34,KYCAPI,/api/kyc,POST,200,45,4351,7496,SRV012,PRODUCTION,,N,TXN0000007774
API000001332,2024-09-14 21:03:13,NotificationAPI,/api/notifications,POST,401,2022,4326,3849,SRV016,PRODUCTION,E108,N,
API000001333,2023-08-12 12:15:39,CustomerAPI,/api/customers,POST,200,98,4522,2986,SRV026,PRODUCTION,,N,TXN0000023153
API000001334,2024-01-18 12:56:42,CustomerAPI,/api/customers,GET,201,109,182,684,SRV014,PRODUCTION,,N,TXN0000012948
API000001335,2023-05-20 23:25:39,KYCAPI,/api/kyc,POST,200,257,3616,9850,SRV019,PRODUCTION,,N,TXN0000011546
API000001336,2023-09-13 09:44:10,CustomerAPI,/api/customers,GET,200,114,356,574,SRV015,PRODUCTION,,N,
API000001337,2023-12-09 08:03:52,StatementAPI,/api/statements,GET,200,284,2793,6499,SRV016,UAT,,N,
API000001338,2024-12-03 18:29:46,NotificationAPI,/api/notifications,GET,403,509,4968,4306,SRV014,PRODUCTION,E100,N,
API000001339,2026-06-23 20:28:26,AuthAPI,/api/auth,DELETE,200,359,3366,3103,SRV037,SIT,,N,TXN0000009105
API000001340,2024-04-01 02:09:04,AccountAPI,/api/accounts,POST,403,436,3403,1304,SRV020,PRODUCTION,E101,N,TXN0000015832
API000001341,2025-06-13 00:45:00,CustomerAPI,/api/customers,GET,200,136,4443,4911,SRV002,PRODUCTION,,N,
API000001342,2023-03-30 12:29:29,KYCAPI,/api/kyc,PUT,200,438,2434,9047,SRV010,PRODUCTION,,N,TXN0000022196
API000001343,2024-09-22 20:01:43,LoanAPI,/api/loans,PUT,200,447,3605,613,SRV007,UAT,,N,TXN0000008048
API000001344,2026-04-06 01:04:17,CustomerAPI,/api/customers,GET,200,176,1738,9200,SRV039,PRODUCTION,,N,TXN0000009031
API000001345,2023-08-06 23:30:05,LoanAPI,/api/loans,POST,201,263,121,2325,SRV017,PRODUCTION,,N,TXN0000011601
API000001346,2026-07-02 15:42:58,LoanAPI,/api/loans,GET,200,160,202,3138,SRV017,PRODUCTION,,N,TXN0000014552
API000001347,2025-03-11 11:55:08,LoanAPI,/api/loans,GET,200,52,1608,8846,SRV035,PRODUCTION,,N,TXN0000017156
API000001348,2025-06-18 08:13:30,PaymentAPI,/api/payments,GET,200,58,1234,8071,SRV024,PRODUCTION,,N,TXN0000008531
API000001349,2024-08-11 00:20:23,AuthAPI,/api/auth,POST,201,361,3746,8169,SRV019,SIT,,N,TXN0000001451
API000001350,2025-06-22 02:37:42,TransactionAPI,/api/transactions,PUT,200,336,2565,2957,SRV006,PRODUCTION,,N,
API000001351,2025-01-17 21:19:25,NotificationAPI,/api/notifications,GET,200,78,4853,5020,SRV017,SIT,,N,TXN0000006291
API000001352,2025-12-16 23:27:29,FraudAPI,/api/fraud,GET,200,92,4051,2618,SRV009,PRODUCTION,,N,TXN0000022330
API000001353,2023-02-19 09:11:00,FraudAPI,/api/fraud,GET,200,167,4100,9720,SRV013,PRODUCTION,,N,
API000001354,2024-03-14 03:25:10,KYCAPI,/api/kyc,POST,400,230,163,8824,SRV010,PRODUCTION,E105,N,TXN0000011037
API000001355,2024-11-10 01:43:50,AuthAPI,/api/auth,PUT,200,111,2608,3575,SRV040,PRODUCTION,,N,TXN0000018160
API000001356,2025-08-17 02:52:08,NotificationAPI,/api/notifications,GET,500,173,2924,6968,SRV013,PRODUCTION,E110,N,TXN0000018926
API000001357,2025-03-14 18:06:56,AuthAPI,/api/auth,PUT,200,82,4710,620,SRV038,PRODUCTION,,N,TXN0000004084
API000001358,2025-01-09 18:40:51,PaymentAPI,/api/payments,POST,200,209,1661,8686,SRV010,PRODUCTION,,N,TXN0000021866
API000001359,2023-03-17 02:39:55,AuthAPI,/api/auth,GET,200,198,2556,2364,SRV031,PRODUCTION,,N,TXN0000004103
API000001360,2024-01-23 08:48:21,TransactionAPI,/api/transactions,GET,200,138,537,399,SRV033,UAT,,N,TXN0000012242
API000001361,2025-01-27 14:20:51,LoanAPI,/api/loans,GET,404,66,3024,1358,SRV003,PRODUCTION,E109,N,TXN0000023429
API000001362,2025-01-03 03:55:01,StatementAPI,/api/statements,GET,403,83,4850,8749,SRV015,PRODUCTION,E111,N,TXN0000009856
API000001363,2024-08-09 23:30:38,PaymentAPI,/api/payments,GET,200,365,1442,8205,SRV020,SIT,,N,TXN0000008614
API000001364,2025-08-04 03:14:19,NotificationAPI,/api/notifications,GET,500,42,3685,8556,SRV015,PRODUCTION,E101,N,
API000001365,2025-09-19 07:23:05,StatementAPI,/api/statements,PUT,500,619,3648,3763,SRV009,PRODUCTION,E110,N,TXN0000019947
API000001366,2023-01-01 13:46:02,PaymentAPI,/api/payments,POST,400,119,1097,2838,SRV005,PRODUCTION,E111,N,TXN0000015961
API000001367,2023-10-11 03:30:13,StatementAPI,/api/statements,GET,200,244,4675,6698,SRV029,PRODUCTION,,N,TXN0000024678
API000001368,2023-02-01 11:01:19,NotificationAPI,/api/notifications,GET,404,84,516,509,SRV002,PRODUCTION,E105,N,TXN0000010358
API000001369,2025-06-02 02:50:38,AccountAPI,/api/accounts,PUT,429,288,4069,2219,SRV026,PRODUCTION,E106,N,TXN0000003369
API000001370,2025-02-27 23:15:50,LoanAPI,/api/loans,POST,200,204,854,2156,SRV031,PRODUCTION,,N,TXN0000010182
API000001371,2025-03-02 19:39:44,StatementAPI,/api/statements,GET,401,323,4852,6385,SRV037,PRODUCTION,E101,N,
API000001372,2024-05-10 09:41:55,FraudAPI,/api/fraud,POST,200,121,3339,4392,SRV010,PRODUCTION,,N,
API000001373,2025-10-02 09:09:36,TransactionAPI,/api/transactions,GET,201,103,703,389,SRV025,PRODUCTION,,N,TXN0000010229
API000001374,2023-02-21 03:59:18,NotificationAPI,/api/notifications,GET,200,139,1585,839,SRV005,PRODUCTION,,N,TXN0000007943
API000001375,2023-12-06 00:58:31,FraudAPI,/api/fraud,GET,200,176,1218,7316,SRV035,PRODUCTION,,N,TXN0000003090
API000001376,2024-04-14 17:44:12,LoanAPI,/api/loans,GET,503,151,4787,3930,SRV005,PRODUCTION,E102,N,
API000001377,2023-08-20 01:12:21,FraudAPI,/api/fraud,PUT,200,98,3514,1574,SRV031,PRODUCTION,,N,TXN0000004308
API000001378,2023-12-22 06:13:16,TransactionAPI,/api/transactions,GET,200,509,4170,2984,SRV001,PRODUCTION,,N,TXN0000009072
API000001379,2024-08-10 20:25:22,CustomerAPI,/api/customers,PUT,200,1067,2745,4173,SRV014,PRODUCTION,,N,
API000001380,2023-08-13 18:25:29,StatementAPI,/api/statements,POST,201,208,1940,8452,SRV007,UAT,,N,
API000001381,2025-11-02 20:45:25,FraudAPI,/api/fraud,POST,200,391,3209,6279,SRV034,UAT,,N,
API000001382,2023-04-19 17:11:11,AccountAPI,/api/accounts,POST,200,55,4890,5408,SRV019,UAT,,N,TXN0000015235
API000001383,2024-08-21 00:25:39,StatementAPI,/api/statements,GET,200,70,1523,9794,SRV016,PRODUCTION,,N,
API000001384,2023-12-14 05:52:54,CustomerAPI,/api/customers,POST,200,352,158,7524,SRV034,UAT,,N,TXN0000002808
API000001385,2025-08-11 02:23:05,LoanAPI,/api/loans,POST,200,168,3852,9189,SRV014,PRODUCTION,,N,TXN0000004111
API000001386,2024-04-29 02:16:39,CustomerAPI,/api/customers,POST,503,110,4123,6180,SRV011,PRODUCTION,E104,N,
API000001387,2023-03-03 21:09:05,CustomerAPI,/api/customers,GET,503,29,335,5380,SRV021,PRODUCTION,E108,N,
API000001388,2025-08-10 02:06:49,KYCAPI,/api/kyc,POST,200,314,314,3930,SRV036,PRODUCTION,,N,TXN0000012977
API000001389,2023-08-19 13:05:25,StatementAPI,/api/statements,DELETE,429,235,4067,985,SRV036,PRODUCTION,E107,N,
API000001390,2025-06-28 00:30:27,StatementAPI,/api/statements,GET,200,338,3664,6446,SRV018,PRODUCTION,,N,TXN0000017710
API000001391,2023-11-16 01:45:37,FraudAPI,/api/fraud,PUT,200,54,430,5501,SRV010,PRODUCTION,,N,
API000001392,2024-11-11 03:27:14,StatementAPI,/api/statements,POST,403,115,4088,4643,SRV001,PRODUCTION,E106,N,TXN0000013475
API000001393,2023-11-16 21:16:49,NotificationAPI,/api/notifications,PUT,200,53,1019,9171,SRV010,PRODUCTION,,N,TXN0000013518
API000001394,2025-08-11 01:28:21,FraudAPI,/api/fraud,POST,400,31,3902,2950,SRV009,SIT,E100,N,
