transaction_id,account_id,customer_id,transaction_datetime,transaction_type,transaction_channel,transaction_amount,currency,beneficiary_id,source_location,destination_location,device_id,ip_address,transaction_status,failure_reason,settlement_status,fraud_flag,risk_score
TXN0000003750,ACC000007152,CUST0003581,2024-07-01 21:33:11,NEFT,INTERNET_BANKING,946.65,INR,BEN0006591,Chennai,Bhubaneswar,DEV0009922,78.190.168.46,SUCCESS,,SETTLED,N,10
TXN0000003751,ACC000014319,CUST0002283,2025-12-03 09:01:08,CARD_PURCHASE,MOBILE,3610.56,INR,BEN0001733,New Delhi,Kolkata,DEV0003826,174.173.149.182,SUCCESS,,FAILED,N,40
TXN0000003752,ACC000011302,CUST0003805,2024-04-26 18:37:34,IMPS,MOBILE,3844.18,INR,BEN0002684,Bengaluru,Chennai,DEV0006489,206.33.107.1,FAILED,INSUFFICIENT_BALANCE,SETTLED,N,25
TXN0000003753,ACC000010757,CUST0001124,2025-04-24 23:39:27,CARD_PURCHASE,MOBILE,3990.92,INR,BEN0012115,Chennai,Hyderabad,DEV0001619,177.65.203.237,SUCCESS,,SETTLED,N,10
TXN0000003754,ACC000007811,CUST0007129,2025-08-30 06:24:44,IMPS,ATM,1913.52,INR,BEN0012230,Bengaluru,Kolkata,DEV0002922,222.81.151.70,SUCCESS,,SETTLED,N,0
TXN0000003755,ACC000000050,CUST0008093,2024-10-20 03:59:14,UPI,ATM,2227.67,INR,BEN0006542,Kochi,Lucknow,DEV0005370,30.224.35.174,SUCCESS,,SETTLED,N,10
TXN0000003756,ACC000007626,CUST0000984,2023-03-28 01:17:42,ATM_WITHDRAWAL,API,921.99,INR,BEN0001577,Bhubaneswar,Chennai,DEV0003017,47.155.107.39,SUCCESS,,SETTLED,N,15
TXN0000003757,ACC000003135,CUST0001496,2023-06-11 10:57:50,NEFT,POS,8132.26,INR,BEN0000019,Lucknow,Hyderabad,DEV0001234,122.182.248.217,SUCCESS,,SETTLED,N,20
TXN0000003758,ACC000000069,CUST0006156,2026-07-07 05:48:00,NEFT,INTERNET_BANKING,2212.65,INR,BEN0003834,Indore,Kochi,DEV0011701,64.172.235.83,FAILED,KYC_BLOCK,SETTLED,N,15
TXN0000003759,ACC000011885,CUST0005967,2025-01-02 03:42:35,ATM_WITHDRAWAL,MOBILE,29512.83,INR,BEN0003774,Mumbai,Bhubaneswar,DEV0000606,26.199.255.117,SUCCESS,,SETTLED,N,10
TXN0000003760,ACC000012459,CUST0003809,2025-02-26 12:28:20,CASH_DEPOSIT,MOBILE,3027.66,INR,BEN0002371,Bhubaneswar,Indore,DEV0001254,110.248.103.213,SUCCESS,,SETTLED,N,30
TXN0000003761,ACC000012647,CUST0000497,2023-09-11 14:04:14,UPI,API,1867.72,INR,BEN0005794,Chennai,New Delhi,DEV0004593,79.153.68.230,PENDING,SETTLEMENT_FAILURE,SETTLED,Y,5
TXN0000003762,ACC000011342,CUST0005422,2024-11-02 20:01:23,BILL_PAYMENT,MOBILE,3916.98,USD,BEN0010988,Lucknow,Lucknow,DEV0004847,96.206.148.141,SUCCESS,,SETTLED,N,10
TXN0000003763,ACC000010425,CUST0003656,2025-11-02 20:09:26,UPI,BRANCH,6429.43,INR,BEN0011967,Indore,Bengaluru,DEV0003255,184.21.140.203,SUCCESS,,SETTLED,N,10
TXN0000003764,ACC000004623,CUST0004756,2025-02-19 12:51:46,UPI,POS,3005.8,INR,BEN0004708,Mumbai,Bhubaneswar,DEV0006768,205.133.66.89,SUCCESS,,SETTLED,N,10
TXN0000003765,ACC000011043,CUST0008572,2023-01-13 14:08:48,CASH_DEPOSIT,MOBILE,561.56,INR,BEN0000361,Jaipur,Bhubaneswar,DEV0011620,108.67.98.17,SUCCESS,,SETTLED,N,30
TXN0000003766,ACC000001579,CUST0002755,2024-07-05 17:44:48,NEFT,MOBILE,780.57,INR,BEN0013491,Bhubaneswar,Mumbai,DEV0001623,186.154.93.45,SUCCESS,,SETTLED,N,10
TXN0000003767,ACC000000821,CUST0005266,2023-10-23 18:57:43,CARD_PURCHASE,MOBILE,158552.69,INR,BEN0010961,Ahmedabad,Ahmedabad,DEV0007637,196.76.155.146,SUCCESS,,SETTLED,N,20
TXN0000003768,ACC000014464,CUST0003862,2023-06-06 21:53:33,IMPS,POS,4279.38,INR,BEN0012820,Bengaluru,Ahmedabad,DEV0011945,99.102.85.195,SUCCESS,,SETTLED,N,30
TXN0000003769,ACC000014432,CUST0004526,2023-09-11 14:00:17,CARD_PURCHASE,MOBILE,10629.11,INR,BEN0004844,Kochi,Ahmedabad,DEV0007681,25.94.228.175,SUCCESS,,SETTLED,N,10
TXN0000003770,ACC000000613,CUST0009664,2024-02-05 01:39:40,ATM_WITHDRAWAL,INTERNET_BANKING,58450.87,INR,BEN0009930,Ahmedabad,Kochi,DEV0005895,150.61.203.172,SUCCESS,,SETTLED,N,10
TXN0000003771,ACC000008834,CUST0001679,2024-09-10 19:10:30,UPI,MOBILE,12684.3,INR,BEN0012946,Kochi,Lucknow,DEV0003439,204.187.193.153,SUCCESS,,SETTLED,N,10
TXN0000003772,ACC000000122,CUST0006610,2026-01-11 18:30:35,NEFT,MOBILE,239480.98,INR,BEN0012017,Jaipur,Indore,DEV0006987,57.204.116.38,SUCCESS,,SETTLED,N,40
TXN0000003773,ACC000013192,CUST0005301,2025-01-21 06:01:59,UPI,POS,6170.1,INR,BEN0010892,Kochi,Mumbai,DEV0004753,209.146.251.161,SUCCESS,,SETTLED,N,20
TXN0000003774,ACC000012498,CUST0003653,2023-03-17 13:48:27,IMPS,INTERNET_BANKING,26178.43,INR,BEN0003432,Bhubaneswar,Bengaluru,DEV0005696,65.167.218.61,SUCCESS,,SETTLED,N,10
TXN0000003775,ACC000004208,CUST0006062,2026-03-06 14:14:47,ATM_WITHDRAWAL,INTERNET_BANKING,12936.43,INR,BEN0007329,Mumbai,Bhubaneswar,DEV0009196,185.33.180.31,SUCCESS,,SETTLED,N,10
TXN0000003776,ACC000007258,CUST0001747,2026-03-02 13:40:26,UPI,MOBILE,656.81,INR,BEN0009952,Chennai,Chennai,DEV0011067,94.83.147.98,SUCCESS,,SETTLED,N,10
TXN0000003777,ACC000012967,CUST0007201,2025-12-31 18:14:20,UPI,INTERNET_BANKING,7130.77,INR,BEN0010091,Bengaluru,Kolkata,DEV0008547,192.30.90.222,SUCCESS,,SETTLED,N,10
TXN0000003778,ACC000003315,CUST0009641,2023-02-28 22:49:52,UPI,POS,1462.94,INR,BEN0004964,Bengaluru,Lucknow,DEV0008960,174.161.97.83,SUCCESS,,SETTLED,N,10
TXN0000003779,ACC000013784,CUST0006649,2026-04-01 09:25:55,CARD_PURCHASE,BRANCH,4521.14,INR,BEN0000488,Jaipur,Chennai,DEV0006887,10.177.199.208,SUCCESS,,SETTLED,N,10
TXN0000003780,ACC000005293,CUST0006190,2024-11-04 14:26:47,ATM_WITHDRAWAL,ATM,19195.65,INR,BEN0005476,Hyderabad,Ahmedabad,DEV0005567,90.122.196.25,SUCCESS,,NOT_APPLICABLE,N,30
TXN0000003781,ACC000009251,CUST0003054,2024-04-09 06:56:41,UPI,API,3547.69,INR,BEN0000310,Mumbai,Lucknow,DEV0003451,174.188.158.51,SUCCESS,,SETTLED,N,15
TXN0000003782,ACC000012917,CUST0008058,2023-02-06 19:06:58,ATM_WITHDRAWAL,BRANCH,4239.92,INR,BEN0003428,New Delhi,Indore,DEV0006691,42.133.109.166,SUCCESS,,SETTLED,N,10
TXN0000003783,ACC000014393,CUST0008160,2025-07-05 22:54:03,UPI,MOBILE,2978.51,INR,BEN0002752,Ahmedabad,Ahmedabad,DEV0011548,90.166.152.41,PENDING,DATABASE_ERROR,SETTLED,N,20
TXN0000003784,ACC000007813,CUST0000644,2023-04-02 00:41:16,CARD_PURCHASE,ATM,2914.36,INR,BEN0012220,Indore,Mumbai,DEV0001397,21.45.3.191,SUCCESS,,SETTLED,N,10
TXN0000003785,ACC000006561,CUST0003536,2025-02-21 17:54:35,UPI,ATM,2576.49,INR,BEN0006287,Hyderabad,Chennai,DEV0002947,191.145.186.76,SUCCESS,,PENDING,N,30
TXN0000003786,ACC000000950,CUST0000905,2025-12-18 16:37:42,CARD_PURCHASE,MOBILE,23036.71,INR,BEN0009142,New Delhi,Kochi,DEV0008701,190.218.73.170,SUCCESS,,SETTLED,N,30
TXN0000003787,ACC000014081,CUST0007809,2023-01-01 12:16:00,CARD_PURCHASE,MOBILE,4873.6,INR,BEN0001290,Kolkata,Mumbai,DEV0011485,19.105.125.78,SUCCESS,,SETTLED,N,20
TXN0000003788,ACC000005382,CUST0009704,2023-05-31 03:44:37,UPI,API,6295.18,INR,BEN0013722,New Delhi,Mumbai,DEV0004970,90.228.249.174,SUCCESS,,SETTLED,N,45
TXN0000003789,ACC000007088,CUST0008942,2023-09-12 08:07:11,UPI,BRANCH,14802.72,INR,BEN0004525,Jaipur,Bhubaneswar,DEV0003062,22.24.189.110,FAILED,INVALID_BENEFICIARY,SETTLED,N,15
TXN0000003790,ACC000013996,CUST0003609,2026-06-27 11:05:33,NEFT,INTERNET_BANKING,27533.82,INR,BEN0001884,Kochi,Bhubaneswar,DEV0003316,161.247.193.136,SUCCESS,,SETTLED,N,10
TXN0000003791,ACC000001902,CUST0003787,2024-02-01 05:05:24,CARD_PURCHASE,POS,10190.21,INR,BEN0010786,Jaipur,Kolkata,DEV0008915,121.187.4.57,SUCCESS,,SETTLED,N,10
TXN0000003792,ACC000005851,CUST0004655,2025-07-18 18:19:16,IMPS,API,4459.94,INR,BEN0007393,Bhubaneswar,Hyderabad,DEV0004532,67.255.155.68,SUCCESS,,PENDING,N,25
TXN0000003793,ACC000007000,CUST0000493,2023-03-13 09:30:01,CARD_PURCHASE,MOBILE,4566.0,INR,BEN0011484,Ahmedabad,Kolkata,DEV0000637,101.209.144.103,SUCCESS,,PENDING,N,40
TXN0000003794,ACC000005465,CUST0000321,2023-06-22 14:55:43,UPI,MOBILE,3213.66,INR,BEN0010449,Bhubaneswar,Indore,DEV0009648,161.62.131.37,SUCCESS,,SETTLED,N,30
TXN0000003795,ACC000005413,CUST0008460,2025-05-27 08:31:19,CARD_PURCHASE,API,5421.21,INR,BEN0002509,Indore,Indore,DEV0008554,160.90.198.188,SUCCESS,,SETTLED,N,15
TXN0000003796,ACC000014822,CUST0008951,2025-09-01 18:19:58,NEFT,POS,60559.95,INR,BEN0003502,Bhubaneswar,Chennai,DEV0009628,194.157.118.18,PENDING,INSUFFICIENT_BALANCE,SETTLED,N,20
TXN0000003797,ACC000011045,CUST0008131,2026-01-29 15:46:27,CARD_PURCHASE,POS,5905.3,INR,BEN0001980,Bengaluru,Ahmedabad,DEV0001293,21.53.179.61,SUCCESS,,SETTLED,N,20
TXN0000003798,ACC000008471,CUST0008259,2026-04-14 17:46:17,UPI,POS,8348.54,INR,BEN0004665,Chennai,Chennai,DEV0009743,198.184.137.186,SUCCESS,,SETTLED,N,30
TXN0000003799,ACC000012932,CUST0000845,2024-04-05 16:50:42,RTGS,API,32546.67,INR,BEN0002992,Jaipur,Kochi,DEV0007292,191.147.9.19,PENDING,ACCOUNT_NOT_FOUND,SETTLED,N,25
TXN0000003800,ACC000010849,CUST0000456,2025-06-20 17:36:05,ATM_WITHDRAWAL,BRANCH,3234.58,INR,BEN0005804,Hyderabad,Jaipur,DEV0006084,108.87.150.167,SUCCESS,,SETTLED,N,20
TXN0000003801,ACC000005789,CUST0001418,2024-09-26 02:58:19,BILL_PAYMENT,MOBILE,40195.71,INR,BEN0008197,Lucknow,Bengaluru,DEV0008220,141.158.219.130,SUCCESS,,SETTLED,N,10
TXN0000003802,ACC000013154,CUST0009246,2025-01-03 17:53:33,BILL_PAYMENT,POS,9612.41,INR,BEN0008256,Kochi,Chennai,DEV0006443,15.173.81.128,REVERSED,INSUFFICIENT_BALANCE,SETTLED,N,20
TXN0000003803,ACC000013133,CUST0003086,2025-04-15 12:24:52,UPI,API,5007.73,INR,BEN0001412,Indore,Kolkata,DEV0009587,96.253.86.109,FAILED,SERVICE_UNAVAILABLE,SETTLED,N,10
TXN0000003804,ACC000001320,CUST0002973,2024-09-25 06:44:07,UPI,MOBILE,9034.95,INR,BEN0014347,Lucknow,Hyderabad,DEV0003987,109.3.180.196,FAILED,DUPLICATE_TRANSACTION,SETTLED,N,25
TXN0000003805,ACC000008252,CUST0006698,2025-11-05 17:32:34,INTERNAL_TRANSFER,ATM,3674.96,INR,BEN0000226,Bengaluru,Lucknow,DEV0004302,158.232.61.202,SUCCESS,,SETTLED,N,30
TXN0000003806,ACC000000137,CUST0007701,2025-03-14 17:01:29,CARD_PURCHASE,POS,14457.7,INR,BEN0006048,Chennai,Bengaluru,DEV0001937,222.76.175.238,SUCCESS,,SETTLED,N,20
TXN0000003807,ACC000003303,CUST0005509,2023-12-29 21:43:46,IMPS,MOBILE,8776.91,INR,BEN0009379,Ahmedabad,Mumbai,DEV0009281,94.217.243.47,SUCCESS,,SETTLED,N,10
TXN0000003808,ACC000003756,CUST0000493,2024-08-08 16:20:39,UPI,ATM,5397.51,INR,BEN0009695,Chennai,Kolkata,DEV0010068,118.77.204.12,SUCCESS,,SETTLED,N,40
TXN0000003809,ACC000012638,CUST0006747,2024-02-05 08:03:05,ATM_WITHDRAWAL,POS,122967.84,INR,BEN0002063,Lucknow,Bhubaneswar,DEV0000201,,SUCCESS,,SETTLED,N,30
TXN0000003810,ACC000014157,CUST0009391,2024-10-08 15:59:59,RTGS,POS,12499.93,INR,BEN0001854,Hyderabad,Indore,DEV0003188,100.74.47.75,SUCCESS,,SETTLED,N,30
TXN0000003811,ACC000007937,CUST0007648,2025-07-24 18:53:00,UPI,ATM,3441.06,INR,BEN0010598,Bengaluru,Mumbai,DEV0010669,41.59.139.230,SUCCESS,,SETTLED,N,20
TXN0000003812,ACC000001017,CUST0004234,2024-12-03 17:54:22,IMPS,MOBILE,9327.79,INR,BEN0008503,Mumbai,Lucknow,DEV0008537,142.18.171.129,SUCCESS,,SETTLED,N,20
TXN0000003813,ACC000005193,CUST0008709,2026-04-09 22:23:47,IMPS,MOBILE,17646.16,INR,BEN0012387,Mumbai,Hyderabad,DEV0011879,149.52.239.155,SUCCESS,,SETTLED,N,20
TXN0000003814,ACC000004937,CUST0008358,2025-06-12 17:27:52,CARD_PURCHASE,MOBILE,389.63,EUR,BEN0009269,Chennai,Kolkata,DEV0011974,134.77.91.181,SUCCESS,,SETTLED,N,40
TXN0000003815,ACC000002308,CUST0001208,2024-12-12 14:54:57,UPI,MOBILE,3521.68,INR,BEN0008755,Kochi,Bhubaneswar,DEV0006719,199.119.100.120,REVERSED,DUPLICATE_TRANSACTION,SETTLED,N,20
TXN0000003816,ACC000006968,CUST0006050,2024-05-24 02:12:21,IMPS,ATM,2579.49,INR,BEN0011663,Hyderabad,Mumbai,DEV0010045,165.0.73.10,SUCCESS,,SETTLED,N,30
TXN0000003817,ACC000007663,CUST0003361,2026-07-18 10:13:05,ATM_WITHDRAWAL,POS,23354.74,INR,BEN0011711,New Delhi,Ahmedabad,DEV0004834,187.83.36.154,SUCCESS,,FAILED,N,50
TXN0000003818,ACC000011590,CUST0005413,2024-10-24 23:14:36,UPI,POS,1014.54,INR,BEN0007587,Ahmedabad,Jaipur,DEV0008615,140.226.181.66,SUCCESS,,SETTLED,N,30
TXN0000003819,ACC000006594,CUST0002793,2026-02-11 14:02:05,INTERNAL_TRANSFER,POS,2654.25,INR,BEN0000380,New Delhi,Ahmedabad,DEV0003508,146.112.173.195,SUCCESS,,SETTLED,N,10
TXN0000003820,ACC000010809,CUST0009708,2024-01-06 19:03:58,RTGS,MOBILE,234.77,INR,BEN0006909,Mumbai,Chennai,DEV0007322,22.197.4.97,SUCCESS,,SETTLED,N,20
TXN0000003821,ACC000008657,CUST0008533,2026-04-20 02:31:27,IMPS,INTERNET_BANKING,3538.75,INR,BEN0009549,Chennai,Mumbai,DEV0006742,47.64.169.81,SUCCESS,,PENDING,N,10
TXN0000003822,ACC000011810,CUST0001005,2026-03-09 18:53:49,UPI,POS,5317.76,INR,BEN0012187,Ahmedabad,Hyderabad,DEV0009307,60.217.174.218,SUCCESS,,SETTLED,N,30
TXN0000003823,ACC000009714,CUST0002165,2025-06-04 19:35:38,NEFT,MOBILE,11494.91,INR,BEN0001666,Hyderabad,Lucknow,DEV0001810,101.119.58.60,SUCCESS,,SETTLED,N,10
TXN0000003824,ACC000008378,CUST0001224,2025-09-28 13:17:14,UPI,BRANCH,9816.53,INR,BEN0012405,Ahmedabad,Kolkata,DEV0007259,178.19.200.24,SUCCESS,,SETTLED,N,10
TXN0000003825,ACC000006407,CUST0000376,2025-06-09 00:37:05,NEFT,POS,9444.91,INR,BEN0003897,Bengaluru,Kolkata,DEV0008236,157.233.49.154,SUCCESS,,SETTLED,Y,10
TXN0000003826,ACC000000843,CUST0005436,2026-03-13 03:17:15,IMPS,POS,-29062.5,INR,BEN0007335,Bengaluru,New Delhi,DEV0008057,64.156.119.37,SUCCESS,,SETTLED,N,30
TXN0000003827,ACC000009909,CUST0000264,2024-09-29 12:24:08,RTGS,API,4389.03,INR,BEN0013999,New Delhi,Chennai,DEV0002223,99.107.239.65,SUCCESS,,SETTLED,N,15
TXN0000003828,ACC000010048,CUST0005442,2024-06-29 02:36:40,NEFT,INTERNET_BANKING,1493.18,INR,BEN0009780,Hyderabad,Indore,DEV0008364,196.139.246.252,SUCCESS,,SETTLED,N,10
TXN0000003829,ACC000009836,CUST0009346,2024-10-13 23:39:59,UPI,MOBILE,13850.38,INR,BEN0013296,Bhubaneswar,Hyderabad,DEV0011317,107.91.27.123,SUCCESS,,SETTLED,N,20
TXN0000003830,ACC000008822,CUST0001406,2023-01-24 17:55:20,ATM_WITHDRAWAL,MOBILE,1314.85,INR,BEN0000271,Bengaluru,Lucknow,DEV0008407,122.116.47.246,FAILED,SERVICE_UNAVAILABLE,SETTLED,N,15
TXN0000003831,ACC000005051,CUST0003471,2023-01-08 21:34:24,UPI,MOBILE,12414.11,INR,BEN0013081,Hyderabad,Ahmedabad,DEV0010772,189.125.128.231,SUCCESS,,SETTLED,N,20
TXN0000003832,ACC000003771,CUST0003247,2023-10-10 05:12:49,NEFT,INTERNET_BANKING,4108.8,INR,BEN0012556,Hyderabad,Ahmedabad,DEV0010247,178.106.29.186,SUCCESS,,SETTLED,N,10
TXN0000003833,ACC000003663,CUST0007371,2024-10-31 09:43:34,UPI,ATM,33198.71,INR,BEN0005455,Bhubaneswar,Mumbai,DEV0004778,89.69.241.178,SUCCESS,,SETTLED,N,20
TXN0000003834,ACC000009478,CUST0008645,2024-09-20 12:21:25,IMPS,POS,2160.92,INR,BEN0014311,Kolkata,Kochi,DEV0005615,150.70.150.164,SUCCESS,,SETTLED,N,20
TXN0000003835,ACC000011862,CUST0006494,2024-03-01 13:36:38,UPI,INTERNET_BANKING,19468.51,INR,BEN0011024,Kolkata,Indore,DEV0008531,70.69.20.69,SUCCESS,,SETTLED,N,20
TXN0000003836,ACC000005644,CUST0002731,2025-12-17 02:52:03,BILL_PAYMENT,MOBILE,6759.48,INR,BEN0008118,Indore,Ahmedabad,DEV0006413,216.136.107.241,SUCCESS,,PENDING,N,10
TXN0000003837,ACC000007535,CUST0009447,2026-02-03 13:36:05,UPI,MOBILE,1266.51,INR,BEN0006084,Ahmedabad,Mumbai,DEV0004981,112.11.141.121,SUCCESS,,SETTLED,N,20
TXN0000003838,ACC000005084,CUST0000901,2026-06-24 07:42:27,CARD_PURCHASE,MOBILE,2466.9,INR,BEN0014801,Kolkata,Mumbai,DEV0011771,212.146.179.2,SUCCESS,,SETTLED,N,30
TXN0000003839,ACC000008761,CUST0003482,2024-12-02 04:36:51,NEFT,MOBILE,1823.49,INR,BEN0001234,Bhubaneswar,Bengaluru,DEV0003694,123.209.221.138,SUCCESS,,SETTLED,N,10
TXN0000003840,ACC000004366,CUST0003200,2023-10-11 09:10:59,BILL_PAYMENT,BRANCH,5163.93,INR,BEN0008692,Jaipur,New Delhi,DEV0003770,120.161.212.243,PENDING,ACCOUNT_NOT_FOUND,SETTLED,N,30
TXN0000003841,ACC000004246,CUST0000123,2024-10-14 00:04:05,UPI,POS,3678.75,INR,BEN0014664,Jaipur,Ahmedabad,DEV0009487,214.10.189.173,FAILED,DATABASE_ERROR,NOT_APPLICABLE,N,25
TXN0000003842,ACC000002391,CUST0000134,2025-03-15 04:29:29,IMPS,MOBILE,47167.68,INR,BEN0013278,Jaipur,Indore,DEV0003313,82.201.58.28,REVERSED,DUPLICATE_TRANSACTION,SETTLED,N,30
TXN0000003843,ACC000014573,CUST0001339,2023-02-03 17:01:17,BILL_PAYMENT,INTERNET_BANKING,18523.86,INR,BEN0002088,New Delhi,Bhubaneswar,DEV0002307,44.33.116.82,SUCCESS,,SETTLED,N,10
TXN0000003844,ACC000003354,CUST0005817,2025-07-18 03:50:41,UPI,MOBILE,5323.14,INR,BEN0011381,Kolkata,Ahmedabad,DEV0001549,211.243.201.213,SUCCESS,,SETTLED,N,20
TXN0000003845,ACC000009804,CUST0005941,2024-10-10 07:09:50,CARD_PURCHASE,MOBILE,675.32,INR,BEN0005832,Jaipur,Jaipur,DEV0002140,93.47.197.98,FAILED,INVALID_BENEFICIARY,SETTLED,N,25
TXN0000003846,ACC000008361,CUST0008691,2024-03-02 22:00:25,CARD_PURCHASE,ATM,15076.81,INR,BEN0011139,Bengaluru,Jaipur,DEV0011090,152.141.75.190,SUCCESS,,SETTLED,N,20
TXN0000003847,ACC000007026,CUST0006939,2024-12-26 11:58:16,BILL_PAYMENT,INTERNET_BANKING,14487.62,INR,BEN0007263,Kolkata,Indore,DEV0004149,184.116.95.55,REVERSED,KYC_BLOCK,SETTLED,N,10
TXN0000003848,ACC000007235,CUST0005557,2024-03-24 04:00:35,CARD_PURCHASE,INTERNET_BANKING,6409.05,INR,BEN0013205,Hyderabad,Hyderabad,DEV0007454,64.2.90.111,SUCCESS,,SETTLED,N,20
TXN0000003849,ACC000001385,CUST0001590,2024-08-18 03:26:16,BILL_PAYMENT,INTERNET_BANKING,1977.53,INR,BEN0000205,Bengaluru,Lucknow,DEV0005127,95.156.85.235,SUCCESS,,SETTLED,N,30
TXN0000003850,ACC000013869,CUST0006541,2023-09-20 06:14:02,NEFT,INTERNET_BANKING,2655.29,INR,BEN0001397,Kochi,Bhubaneswar,DEV0009517,35.162.44.146,REVERSED,DUPLICATE_TRANSACTION,PENDING,N,20
TXN0000003851,ACC000011090,CUST0008306,2026-07-26 10:21:36,UPI,INTERNET_BANKING,2997.72,INR,BEN0002124,Bhubaneswar,Lucknow,DEV0010619,211.207.120.149,SUCCESS,,SETTLED,N,10
TXN0000003852,ACC000001280,CUST0004047,2026-05-11 02:29:35,NEFT,INTERNET_BANKING,55815.96,INR,BEN0006455,Lucknow,Mumbai,DEV0006941,26.214.146.91,SUCCESS,,SETTLED,N,10
TXN0000003853,ACC000013271,CUST0001310,2023-06-22 09:19:56,UPI,ATM,17209.51,GBP,BEN0011154,Jaipur,Kochi,DEV0005553,181.47.211.132,SUCCESS,,PENDING,N,10
TXN0000003854,ACC000002901,CUST0002872,2023-01-19 14:34:14,INTERNAL_TRANSFER,POS,68573.32,USD,BEN0002192,Indore,Jaipur,DEV0004378,46.148.92.207,SUCCESS,,SETTLED,N,20
TXN0000003855,ACC000000012,CUST0008205,2023-09-01 11:57:22,UPI,MOBILE,4300.42,INR,BEN0008227,Jaipur,Lucknow,DEV0007827,120.82.198.166,SUCCESS,,SETTLED,N,20
TXN0000003856,ACC000001288,CUST0003144,2023-08-07 21:49:46,UPI,ATM,22428.12,GBP,BEN0010888,Ahmedabad,Kolkata,DEV0003122,193.252.101.232,SUCCESS,,SETTLED,N,30
TXN0000003857,ACC000008659,CUST0001848,2026-04-03 00:01:24,NEFT,MOBILE,4974.32,INR,BEN0009437,Ahmedabad,Bengaluru,DEV0006730,121.96.27.78,SUCCESS,,SETTLED,N,30
TXN0000003858,ACC000014380,CUST0003489,2023-07-12 20:31:02,CASH_DEPOSIT,MOBILE,11149.36,INR,BEN0009491,Lucknow,Lucknow,DEV0004969,147.112.30.24,SUCCESS,,SETTLED,N,30
TXN0000003859,ACC000010113,CUST0002290,2026-04-08 23:13:16,UPI,BRANCH,13471.12,INR,BEN0002299,Kochi,Kolkata,DEV0011897,216.156.54.217,FAILED,UPSTREAM_TIMEOUT,SETTLED,N,5
TXN0000003860,ACC000004976,CUST0009185,2024-03-16 04:41:52,UPI,MOBILE,32879.22,INR,BEN0008740,Indore,Bengaluru,DEV0001086,13.56.248.75,SUCCESS,,SETTLED,N,30
TXN0000003861,ACC000013290,CUST0004429,2024-05-21 18:40:36,NEFT,ATM,2724.78,INR,BEN0004185,Kolkata,Kochi,DEV0001676,140.150.93.199,SUCCESS,,SETTLED,N,10
TXN0000003862,ACC000003204,CUST0001699,2026-04-11 13:51:52,UPI,ATM,19031.04,INR,BEN0010890,Ahmedabad,Mumbai,DEV0001606,112.62.34.202,PENDING,INVALID_CUSTOMER,SETTLED,N,20
TXN0000003863,ACC000000443,CUST0004226,2025-01-09 19:04:13,CARD_PURCHASE,INTERNET_BANKING,248.16,INR,BEN0006665,Jaipur,Indore,DEV0002367,36.232.142.33,SUCCESS,,SETTLED,N,30
TXN0000003864,ACC000003630,CUST0000635,2023-06-07 11:54:39,CASH_DEPOSIT,ATM,7490.84,INR,BEN0000365,Ahmedabad,Kochi,DEV0010288,153.121.153.69,SUCCESS,,SETTLED,N,10
TXN0000003865,ACC000014856,CUST0005234,2025-10-15 06:09:21,CARD_PURCHASE,ATM,4338.21,INR,BEN0009562,Lucknow,Bhubaneswar,DEV0007845,202.93.234.115,SUCCESS,,SETTLED,N,10
TXN0000003866,ACC000014807,CUST0005780,2023-06-26 00:38:40,INTERNAL_TRANSFER,INTERNET_BANKING,26000.05,INR,BEN0008460,Jaipur,Hyderabad,DEV0003226,103.6.110.49,SUCCESS,,SETTLED,N,20
TXN0000003867,ACC000007427,CUST0003512,2024-11-22 00:44:14,CASH_DEPOSIT,MOBILE,42018.64,INR,BEN0005711,Ahmedabad,Hyderabad,DEV0001920,135.28.209.186,SUCCESS,,SETTLED,N,10
TXN0000003868,ACC000010118,CUST0007200,2025-12-30 05:30:35,RTGS,MOBILE,2503.53,INR,BEN0001940,Bengaluru,Kochi,DEV0000414,41.139.121.135,SUCCESS,,SETTLED,N,30
TXN0000003869,ACC000008044,CUST0008962,2024-04-25 09:23:45,CARD_PURCHASE,INTERNET_BANKING,11981.75,INR,BEN0002754,Chennai,Indore,DEV0002690,206.69.195.8,SUCCESS,,SETTLED,N,10
TXN0000003870,ACC000013506,CUST0004687,2026-01-17 08:59:47,CARD_PURCHASE,MOBILE,5165.42,INR,BEN0010938,Mumbai,Kochi,DEV0010703,219.224.124.134,SUCCESS,,PENDING,N,30
TXN0000003871,ACC000004108,CUST0007813,2024-07-18 17:50:28,UPI,INTERNET_BANKING,9725.0,INR,BEN0004158,Bengaluru,Bhubaneswar,DEV0009449,85.252.14.31,SUCCESS,,SETTLED,N,20
TXN0000003872,ACC000002814,CUST0000028,2024-08-01 03:10:11,UPI,MOBILE,2600.74,INR,BEN0014324,Lucknow,Kolkata,DEV0004895,108.180.177.137,SUCCESS,,SETTLED,N,10
TXN0000003873,ACC000001545,CUST0008349,2025-08-21 06:39:56,UPI,POS,6225.61,INR,BEN0007591,Jaipur,New Delhi,DEV0000827,21.114.31.76,SUCCESS,,SETTLED,N,10
TXN0000003874,ACC000006772,CUST0006500,2025-04-16 23:42:48,NEFT,MOBILE,3496.69,INR,BEN0013786,Bengaluru,Lucknow,DEV0000422,38.187.2.34,SUCCESS,,SETTLED,N,10
